"water.initial","Brca.action","Elgl.action","Hobr.action","Stpu.action","Avsp.action","Brho.action","Homu.action","Vusp.action","Brca.mid_state","Elgl.mid_state","Hobr.mid_state","Stpu.mid_state","Avsp.mid_state","Brho.mid_state","Homu.mid_state","Vusp.mid_state","Brca.late_state","Elgl.late_state","Hobr.late_state","Stpu.late_state","Avsp.late_state","Brho.late_state","Homu.late_state","Vusp.late_state","Brca.outcome","Elgl.outcome","Hobr.outcome","Napu.outcome","Avsp.outcome","Brho.outcome","Homu.outcome","Vusp.outcome","total_seeded.desirability","diversity.desirability"
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,8,0.562335144618808
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,1,0,1,0,0,0,0,22,0.367649477400142
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,9,0.348832095843032
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,10,34,1.24127235909127
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,20,0.500402423538188
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,3,0,3,0,0,0,0,16,0.921493430867962
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,5,21,1.05292256593869
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,15,38,1.2699995349259
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,17,0.605797499372304
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,0,0,1,0,0,8,0.376770161256437
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,10,70,0.955699891112534
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,0,0,0,2,0,0,0,14,0.410116318288409
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,0,0,8,3,0,0,86,0.893733389866273
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,50,10,0,0,87,1.14330312997255
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,15,8,0,40,20,0,0,93,1.43849239728713
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,30,5,0,75,0.882310924515076
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,65,2,3,10,5,0,0,85,0.829823676932062
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,10,0,0,50,1.05492016798614
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,20,0,0,0,50,0.943348392329039
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,30,0,0,5,0,0,0,40,0.735621939758795
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,15,3,0,48,0.830523691482846
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,25,0,0,15,5,0,0,60,1.26500137527307
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,10,0,1,5,0,0,81,0.878635527664939
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,20,30,0,0,65,1.20479330969478
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,18,0,0,13,10,0,0,51,1.35490925725351
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,15,0.636514168294813
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,60,0,0,5,5,0,0,82,0.850939580738362
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,3,0,0,43,0.868444638850714
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,10,0,15,20,0,0,105,1.39502462997751
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,35,0,0,0,5,0,0,55,0.859967281035505
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,30,0.693147180559945
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,35,25,0,0,5,20,0,0,85,1.23240522346579
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,12,0,10,20,0,0,82,1.50646133777302
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,60,20,0,0,95,1.01020994742668
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,12,0,0,30,30,0,0,77,1.20175461329062
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,70,0.682908104700472
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,15,0,0,20,30,0,0,80,1.34212572274875
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,10,10,0,0,75,0.988154224290194
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,20,30,0,0,63,1.15468623882186
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,30,2,0,35,15,0,0,90,1.3318576335182
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,40,0,0,65,0.666278442414676
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,0,5,50,31,0,0,96,1.16646983420785
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,0,0,0,0,0,0,80,0.621086374555245
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,25,20,0,0,95,1.37138101777181
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,35,20,0,0,5,13,0,0,73,1.19808466262264
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,12,0.450561208866305
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,60,20,0,0,2,1,0,0,83,0.720507914236047
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,5,15,0,0,55,1.2406842919534
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,25,0,0,45,0.995026990179521
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,30,0,0,1,5,0,0,41,0.832345223430999
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,20,0.562335144618808
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,35,12,0,0,5,0,0,62,1.13795531340483
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,10,0,5,0,0,0,75,0.988154224290194
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,10,13,0,0,38,1.33644844738293
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,30,0,3,5,5,0,0,58,1.26653110611981
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,40,0.693147180559945
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,35,35,5,0,5,0,0,0,80,1.06991734181638
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,2,2,0,0,74,0.813681519356509
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,10,10,0,0,58,1.22038860290531
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,40,25,0,0,3,10,0,0,78,1.09582726794334
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,17,0.677494404448707
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,25,0,0,0,8,0,0,53,1.00761128286866
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,5,2,0,5,0,0,72,1.19954783588841
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,5,40,15,0,72,1.21228742409492
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,15,5,0,1,20,5,0,56,1.53150118105846
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,30,40,0,80,0.974314752869349
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,20,0,2,5,25,0,0,77,1.35300125772667
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,5,25,10,0,75,1.45025234466349
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,60,30,0,97,0.892957585653062
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,70,25,0,0,5,40,0,0,140,1.13115006338153
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,60,10,0,75,0.62770525719715
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,30,0,0,5,15,5,0,75,1.40194545937873
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,5,15,0,0,36,1.29339809612243
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,20,20,0,82,1.14593303864575
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,20,0,3,3,20,20,0,71,1.52489396566922
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,40,15,0,67,0.951038724188778
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,10,0,0,10,30,10,0,80,1.49417513828931
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,0,5,20,0,0,70,1.27208986882029
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,40,15,0,89,1.16552367225534
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25,8,0,1,0,25,15,0,74,1.35541540950982
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,30,35,0,70,0.89820533970415
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,30,20,0,0,5,20,1,0,76,1.3055701566785
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,30,0,0,62,1.03407879281283
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,60,5,0,88,0.875991977744335
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,15,0,0,10,25,5,0,65,1.47913280742964
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,70,5,0,80,0.46341355882643
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,10,0,0,10,30,0,0,75,1.27002786111697
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,2,0,20,0,0,62,1.12128418807727
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,10,0,85,0.803742107316203
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,5,0,0,0,60,0,0,80,0.70291893077351
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,60,5,0,70,0.509137344082687
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,40,5,0,0,5,25,0,0,75,1.0625354080616
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,20,0,0,39,1.01343609967008
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,40,30,0,93,1.31820553250479
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,15,0,0,10,25,30,0,90,1.50891775979711
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,30,0,81,0.719917405027106
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,30,10,0,0,1,20,8,0,69,1.31219418308532
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,20,5,0,70,1.23965939205439
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,10,40,30,0,95,1.35714014384819
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25,25,0,0,0,33,10,0,93,1.31373506625278
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,30,15,0,50,0.89794572485678
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,35,20,0,0,0,15,5,0,75,1.21055784417747
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,20,0,0,70,1.07899220787758
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,60,0,0,90,0.848685557726417
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,30,0,0,0,0,50,0,0,80,0.661563238157982
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,80,0.376770161256437
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,25,0,0,8,30,0,0,73,1.24704573792991
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,5,25,0,0,80,1.21231388026715
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,20,60,15,0,107,1.23640653678269
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,17,7,0,0,0,50,10,0,84,1.09256680963271
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,70,12,0,87,0.612336437009967
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,10,0,0,8,50,5,0,85,1.22937357537958
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,5,36,1.44116498423411
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,2,12,1.02818385933293
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,30,1.09861228866811
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,5,0
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,15,10,44,1.43628083369434
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,10,0,3,17,1.09100601100039
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0.693147180559945
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,0,0,0,0,0,6,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,7,0.410116318288409
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,8,10,36,1.42997858781706
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,10,3,5,20,1.20797368759223
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,15,1.05492016798614
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,0,0,0,0,0,0,11,0.304636097349238
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0.562335144618808
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,8,10,32,1.45498261658134
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,5,8,5,22,1.47729244517561
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,2,18,1.25899102885542
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,3,0,0,0,8,0.661563238157982
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,3,18,1.16793736772566
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,7,3,3,19,1.45705822455769
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,7,1.00424247305408
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,3,0.636514168294813
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0.693147180559945
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,8,5,30,1.45255972696489
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,8,1.38629436111989
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,23,1.29131739330803
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,0,4,2,0,0,16,0.900256051268537
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,10,15,37,1.38269222821146
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,1,17,1.18741576984366
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,11,1.3421131789144
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,2,1,1,0,8,1.49417513828931
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,7,0.955699891112534
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,15,5,15,48,1.38979319022679
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,5,8,0,5,20,1.35923670066501
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,0.693147180559945
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,1,0,0,0,6,0.450561208866305
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,10,17,0.923840705630872
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,2,0,0,7,0.955699891112534
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,20,41,1.12902700985161
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,5,3,19,1.13555069716037
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,8,28,1.26801027592272
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,5,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,80,0,0,0,92,0.470235962355249
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,94,0,0,0,100,0.226967522500604
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,30,0,3,52,0,0,0,100,1.09099833900173
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,10,0,2,78,0,0,0,90,0.452749295076393
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,12,64,0,0,0,100,0.990697985507747
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,40,0,15,0,63,0.892159115049798
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8,0,0,90,0,0,0,98,0.282738880066872
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,80,0
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,18,0,0,80,0,0,0,100,0.565419018216477
