"water.initial","Brca.action","Elgl.action","Hobr.action","Stpu.action","Avsp.action","Brho.action","Homu.action","Vusp.action","Brca.mid_state","Elgl.mid_state","Hobr.mid_state","Stpu.mid_state","Avsp.mid_state","Brho.mid_state","Homu.mid_state","Vusp.mid_state","Brca.late_state","Elgl.late_state","Hobr.late_state","Stpu.late_state","Avsp.late_state","Brho.late_state","Homu.late_state","Vusp.late_state","Brca.outcome","Elgl.outcome","Hobr.outcome","Napu.outcome","Avsp.outcome","Brho.outcome","Homu.outcome","Vusp.outcome","total_seeded.desirability","diversity.desirability"
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,14,0,3,20,3,15,0,60,1.55899348894867
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,78,2,0,0,85,0.333748051724687
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,16,0,56,0,100,0.974341780768986
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,24,5,40,8,80,1.25830805530342
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,35,0,85,0.677494404448707
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,65,5,4,1,75,0.518454252871424
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,0,0,12,6,15,0,78,1.50213776562268
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,63,0,90,0.81695277503409
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0,6,38,1,35,0,90,1.20601118180759
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35,1,52,0,88,0.728452092678619
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,10,0,5,43,8,8,0,80,1.42169829780913
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,68,0,0,10,0,0,0,88,0.693493339343477
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,8,0,61,0,85,0.880734841314478
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,17,0,0,3,2,37,0,71,1.21662916378255
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,82,0,94,0.381913313406974
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,35,25,0,6,15,5,0,0,86,1.38077081755692
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,0,3,24,1.12190638343606
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,32,3,63,1.11536387623099
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,5,0,12,0,3,2,43,80,1.32076965244754
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,5,0,5,0,10,1,25,58,1.48439119203879
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,5,1,10,10,10,3,0,49,1.78066866243845
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,20,8,0,0,33,1.00876952361805
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,40,12,32,0,89,1.19695391940934
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,6,0,26,4,5,0,4,55,1.50507023641434
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,15,30,1.242453324894
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,5,0,5,2,8,5,0,35,1.69279816688911
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,23,3,6,0,45,1.30700807991059
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,10,42,75,1.15396464356546
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,0,0,1,5,5,0,10,29,1.44468333385819
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,1,4,10,65,0.725584521498294
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,12,40,6,8,0,66,1.08722827065036
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,3,0,0,27,0.964962923007428
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,12,15,22,75,1.52938452587871
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,15,0,8,5,10,43,1.57807213228514
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,20,45,1.02056319228945
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,12,1,11,2,1,27,1.1631693786207
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,8,0,0,27,1.01326188414422
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1,40,0,90,0.795667151573196
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,35,20,0,0,60,0.887694275799104
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,8,40,0.997271523182384
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,3,57,0,8,0,70,0.651758301661755
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,60,0,0,0,63,0.221754280447947
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,40,0,75,0.751468966849551
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,12,0,2,0,5,5,0,32,1.46776447728861
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,25,44,0.772858105194716
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,15,36,5,2,0,68,1.24764344555575
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,38,10,15,0,80,1.37247167082943
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,58,1,100,0.774561458225594
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,15,12,18,0,18,72,1.57849893437332
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,3,80,1,88,0.424716855817358
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,0,0,44,13,3,5,0,85,1.25316469838846
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,0,21,0.916552529381765
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,3,61,0,90,0.782798134749361
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,10,16,3,6,43,80,1.32513209088522
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,48,69,0.796585369010589
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,39,30,0,0,0,75,0.964068121790583
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,6,37,53,0.906587266801873
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,20,32,74,1.23609197466637
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,51,0,15,8,80,1.02540226674537
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,5,29,1.27261564519691
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,0,10,12,0,28,1.1574930712621
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,3,2,29,1.10249986045546
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,75,10,100,0.730588061371122
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,7,15,0,13,35,75,1.38321028125337
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,25,46,0.776760068385077
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,0,0,1,60,1,15,0,85,0.878922326098577
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,19,0.536664562484525
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,5,20,58,1.0726224355616
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,14,0,0,0,7,30,0,10,61,1.23169442093059
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,35,16,10,65,1.13793142247431
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,18,2,0,35,0.868669803781299
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,1,0,0,32,0.447062054333788
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,44,10,15,76,1.16097670009889
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13,0,0,0,8,12,23,5,61,1.4885409083301
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,30,19,6,65,1.22428465759816
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,30,0,0,0,0,0,0,0,30,0
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,15,31,12,80,1.45121281917839
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,15,30,31,12,93,1.47373567543957
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,12,12,37,0,70,1.20539890549544
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,32,3,0,0,0,0,0,0,35,0.292508468472397
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,9,0,3,0,48,0.798116839779562
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,30,10,90,1.32197007451676
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,55,12,18,6,95,1.20077551384032
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,42,15,25,8,90,1.22525072655717
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,5,0,1,0,0,4,0,32,0.91588274715807
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,32,0.233791658706459
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,30,9,10,80,1.29611769685268
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,44,20,20,10,95,1.29746125197419
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,10,10,5,50,1.22060726455302
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,23,0,0,0,0,0,0,0,23,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,29,1,0,0,55,0.76872455448133
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,19,3,0,0,72,1.20457244691729
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,33,0,0,17,0,3,0,61,1.10299278914393
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,58,0.25095480435762
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27,20,0,0,15,0,0,0,62,1.07031190327526
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,0,10,0,0,0,64,1.01592487052759
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,44,0,0,0,83,1.00941734978924
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,29,25,0,0,20,1,0,0,75,1.14364651137108
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,0,77,0.0693153717009415
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,75,0,0,15,0,0,0,100,0.730588061371122
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,0,0,10,1,0,0,73,1.04249082033357
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,11,0,18,1,0,0,77,1.29142420963693
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,44,28,0,0,4,3,0,0,79,0.968851846292425
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,24,24,0,0,15,5,0,0,68,1.26047055171427
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,8,0,10,10,0,0,67,1.38644574570318
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,0,18,7,0,0,70,1.29617596048127
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,27,0,5,0,10,0,0,54,1.21343746005161
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,22,0.689009238476659
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,16,15,6,10,15,0,0,0,62,1.55649997642878
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,29,3,0,0,75,1.21110906856215
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,48,10,2,0,70,0.916271745698222
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,10,0,0,46,10,2,0,83,1.23599418037452
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,10,3,0,40,0.806147374662395
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,17,29,0,4,8,7,0,0,65,1.38025978158996
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,8,25,8,3,0,75,1.52020149079877
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,33,4,6,0,67,1.2622999820208
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,30,25,0,3,22,5,0,0,85,1.36201858032999
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,10,2,0,51,0.651608976055374
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,4,0,6,65,3,0,0,85,0.859732259873189
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53,0,0,0,0,0,0,60,0.360230521194607
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,10,0,0,31,1.20567904997478
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,24,0,0,15,1,0,0,40,0.76652833049184
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,31,0.142505867392738
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,45,0,0,0,3,0,0,60,0.687435750503355
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,0,0,0,0,0,0,80,0.621086374555245
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0,0,18,2,0,0,76,1.14212395530277
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,34,35,0,2,0,1,0,0,72,0.863892030818849
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,42,30,0,0,0,25,0,0,97,1.07481467912739
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,0,0,5,1,0,0,85,0.904035896261424
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,26,4,0,0,80,1.2294484552491
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,35,35,0,0,0,0,17,0,87,1.05166684103143
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,0,23,1.00569298613251
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,0,0,40,0,0,0,0,60,0.636514168294813
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,3,5,4,0,0,0,92,1.06783830876485
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,6,6,0,0,50,1.2431739905492
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,22,30,0,10,8,5,0,0,75,1.41418907021235
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,33,0.228631873582861
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,35,45,0,2,16,0,0,0,98,1.10042964082618
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,7,16,6,0,74,1.38249238378982
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,67,15,0,100,0.942652702005438
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,17,39,0,0,15,8,0,0,79,1.22641220185963
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,5,0,22,0.815849865184519
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,35,0,0,5,12,0,0,67,1.17597613389411
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,57,0,0,1,5,0,4,75,0.841730492114202
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,4,16,15,0,75,1.44296648158092
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,38,0,0,2,32,2,0,82,1.13184188122922
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,27,25,0,67,1.06916658923641
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,38,5,4,5,10,0,0,68,1.37179831718005
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,4,0,5,22,6,0,85,1.45912204713215
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,61,3,10,0,83,0.880039091604363
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,24,0,4,0,10,15,0,65,1.47771106809933
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,30,30,0,70,1.00424247305408
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,24,4,6,2,5,5,0,56,1.64900257281372
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,3,43,2,0,60,0.913913204005305
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,47,5,10,0,65,0.891060006301736
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,30,10,2,3,30,10,0,88,1.54436507751527
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,10,6,0,28,1.06094424079075
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,16,0,0,4,28,5,0,65,1.38862738305182
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,6,0,10,0,0,39,1.32939002830194
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,10,20,0,77,1.02397941144064
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,9,0,0,10,15,8,0,48,1.56270696317234
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,16,12,0,38,1.07952957332552
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,12,0,0,10,12,0,0,49,1.37581287889868
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,1,0,46,0,0,77,0.957364245933944
"No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,63,10,12,0,90,0.923038469749893
"No",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,27,0,4,10,29,0,0,75,1.34072288169211
"No",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,2,0,27,0.887211002760125
"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,15,0,4,15,18,0,0,62,1.51682428747062
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,7,0,0,10,3,0,67,1.39248532931753
"Yes",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,31,20,15,0,80,1.43752625716047
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,50,7,0,0,20,5,0,88,1.20534916489397
"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,8,0.900256051268537
"Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,28,0,4,1,10,7,0,62,1.46079558665527
