"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action","environment.initial","BH.outcome","CA.outcome","BU.outcome","PC.outcome","BO.outcome","BV.outcome","BT.outcome","EL.outcome","FP.outcome","CH.outcome","DP.outcome","ER.outcome","diversity.desirability"
0,1,1,0,1,0,1,1,1,0,0,0,0,0,9.05416996760755e-48,1.2360284928088e-56,0,0.672968782474366,0,0.323870632593137,2.47032822920623e-323,0.526844804721961,0,0,0,1.05728470435082
1,1,1,0,1,0,1,1,1,0,0,0,0,0.725201214065991,8.72334692375035e-44,3.13801497466299e-52,0,0.522942247997359,0,0.155264608775061,1.97626258336499e-323,0.497551351688232,0,0,0,1.27811423012313
0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0.160163857866946,0.529344894883802,0,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,0,0,1,1,0,1,1,1,0,0,0,0,0.754208561399612,0,0,0.0556355403462314,0.467051221025435,0,0.152635602453369,1.97626258336499e-323,0.546776674598621,0,0,0,1.36232849817716
0,1,0,1,1,0,1,1,1,0,0,0,0,0,5.15003698166375e-87,0,0.160163857866946,0.529344894883802,0,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,1,0,1,1,0,1,1,1,0,0,0,0,0.754208561399612,8.76396181175289e-58,0,0.0556355403462335,0.467051221025432,0,0.152635602453369,1.97626258336499e-323,0.546776674598622,0,0,0,1.36232849817716
0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1.15453588410913e-87,0.160163857866946,0.529344894883802,0,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,0,1,1,1,0,1,1,1,0,0,0,0,0.75420856139962,0,2.41274379197622e-63,0.0556355403462485,0.467051221025416,0,0.152635602453368,1.97626258336499e-323,0.546776674598635,0,0,0,1.36232849817718
0,1,1,1,1,0,1,1,1,0,0,0,0,0,4.77936320389754e-87,1.42058152187834e-87,0.160163857866946,0.529344894883802,0,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,1,1,1,1,0,1,1,1,0,0,0,0,0.75420856139962,8.19033854633056e-58,2.92985227248408e-63,0.055635540346249,0.467051221025415,0,0.152635602453368,1.97626258336499e-323,0.546776674598636,0,0,0,1.36232849817718
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.30926447326027e-11,0.345527057693918,3.79750043610729e-255,0.168055572394424,0,0,0,0.632193873167561
1,0,0,0,0,1,1,1,1,0,0,0,0,0.418880527168263,0,0,0,0,3.02959308986031e-70,0.245350582858336,2.47032822920623e-323,0.197335737539027,0,0,0,1.04588685886861
0,1,0,0,0,1,1,1,1,0,0,0,0,0,0.45591559524274,0,0,0,1.45963203775655e-149,0.186616506065774,3.95305621565807e-164,0.494480083994745,0,0,0,1.02514687665451
1,1,0,0,0,1,1,1,1,0,0,0,0,0.619995116997151,0.350268050672631,0,0,0,5.8633932679926e-205,0.0751666254709726,4.2807626539872e-297,0.462177278564418,0,0,0,1.21649104672568
0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.342255473177365,0,0,1.47403031227756e-157,0.325193651321926,3.60712026210205e-283,0.486297951420366,0,0,0,1.08157025577144
1,0,1,0,0,1,1,1,1,0,0,0,0,0.614895990392232,0,0.262868160149034,0,0,1.78484591188607e-212,0.182855920721107,1.97626258336499e-323,0.455462397515364,0,0,0,1.2862152613493
0,1,1,0,0,1,1,1,1,0,0,0,0,0,4.40793595941207e-06,0.342253177200676,0,0,3.72505139702072e-161,0.325192223400447,3.40678479021875e-289,0.486298980248503,0,0,0,1.08161691703219
1,1,1,0,0,1,1,1,1,0,0,0,0,0.614904879880055,5.11079849265331e-05,0.262840515220815,0,0,1.41474541228724e-213,0.182837166474943,1.97626258336499e-323,0.455473968568634,0,0,0,1.28653110643578
0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0.482581502736361,0,8.82697682859971e-320,0.367295156831125,1.97626258336499e-323,0.835914156274976,0,0,0,1.03790424516878
1,0,0,1,0,1,1,1,1,0,0,0,0,0.789044319253964,0,0,0.333530348683293,0,2.47032822920623e-323,0.171869611935018,1.48219693752374e-323,0.684792909150441,0,0,0,1.24612492945393
0,1,0,1,0,1,1,1,1,0,0,0,0,0,4.28759546058655e-101,0,0.482581502736361,0,5.04144585016408e-320,0.367295156831125,1.97626258336499e-323,0.835914156274976,0,0,0,1.03790424516878
1,1,0,1,0,1,1,1,1,0,0,0,0,0.789044319253965,2.35257680756504e-69,0,0.333530348683293,0,2.47032822920623e-323,0.171869611935016,1.48219693752374e-323,0.684792909150441,0,0,0,1.24612492945393
0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1.18101075870507e-74,0.482581502736361,0,2.47032822920623e-323,0.367295156831125,1.97626258336499e-323,0.835914156274976,0,0,0,1.03790424516878
1,0,1,1,0,1,1,1,1,0,0,0,0,0.789044319253964,0,1.56868849257887e-50,0.333530348683293,0,2.47032822920623e-323,0.171869611935017,1.48219693752374e-323,0.684792909150441,0,0,0,1.24612492945393
0,1,1,1,0,1,1,1,1,0,0,0,0,0,3.48042008766505e-102,1.47546801001816e-74,0.482581502736361,0,2.47032822920623e-323,0.367295156831125,1.97626258336499e-323,0.835914156274976,0,0,0,1.03790424516878
1,1,1,1,0,1,1,1,1,0,0,0,0,0.789044319253964,2.28090389556938e-69,1.95342444041843e-50,0.333530348683293,0,2.47032822920623e-323,0.171869611935017,1.48219693752374e-323,0.684792909150441,0,0,0,1.24612492945393
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.672968782474368,2.47032822920623e-323,0.323870632593137,1.42951718803592e-317,0.526844804721963,0,0,0,1.05728470435082
1,0,0,0,1,1,1,1,1,0,0,0,0,0.725201214065993,0,0,0,0.522942247997361,1.97626258336499e-323,0.155264608775061,1.97626258336499e-323,0.497551351688233,0,0,0,1.27811423012313
0,1,0,0,1,1,1,1,1,0,0,0,0,0,1.08556596386739e-47,0,0,0.672968782474366,2.47032822920623e-323,0.323870632593137,2.47032822920623e-323,0.526844804721961,0,0,0,1.05728470435082
1,1,0,0,1,1,1,1,1,0,0,0,0,0.725201214065991,9.96405210226854e-44,0,0,0.522942247997359,1.97626258336499e-323,0.155264608775061,1.97626258336499e-323,0.497551351688232,0,0,0,1.27811423012313
0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,9.51249823328501e-57,0,0.672968782474366,2.47032822920623e-323,0.323870632593137,2.47032822920623e-323,0.526844804721961,0,0,0,1.05728470435082
1,0,1,0,1,1,1,1,1,0,0,0,0,0.725201214065991,0,2.4895400037026e-52,0,0.522942247997359,1.97626258336499e-323,0.155264608775062,1.97626258336499e-323,0.497551351688232,0,0,0,1.27811423012313
0,1,1,0,1,1,1,1,1,0,0,0,0,0,8.47400430205078e-48,1.12409898147239e-56,0,0.672968782474366,2.47032822920623e-323,0.323870632593137,2.47032822920623e-323,0.526844804721961,0,0,0,1.05728470435082
1,1,1,0,1,1,1,1,1,0,0,0,0,0.725201214065991,8.22318911446856e-44,2.8946229783398e-52,0,0.522942247997359,1.97626258336499e-323,0.155264608775061,1.97626258336499e-323,0.497551351688232,0,0,0,1.27811423012313
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.160163857866946,0.529344894883802,1.97626258336499e-323,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,0,0,1,1,1,1,1,1,0,0,0,0,0.754208561399609,0,0,0.0556355403462263,0.46705122102544,1.97626258336499e-323,0.152635602453369,1.97626258336499e-323,0.546776674598616,0,0,0,1.36232849817715
0,1,0,1,1,1,1,1,1,0,0,0,0,0,4.98483404614145e-87,0,0.160163857866946,0.529344894883802,1.97626258336499e-323,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,1,0,1,1,1,1,1,1,0,0,0,0,0.75420856139961,8.54968082007527e-58,0,0.0556355403462279,0.467051221025438,1.97626258336499e-323,0.152635602453369,1.97626258336499e-323,0.546776674598618,0,0,0,1.36232849817716
0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1.10931626555729e-87,0.160163857866946,0.529344894883802,1.97626258336499e-323,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,0,1,1,1,1,1,1,1,0,0,0,0,0.754208561399617,0,2.33691288360591e-63,0.0556355403462426,0.467051221025422,1.97626258336499e-323,0.152635602453369,1.97626258336499e-323,0.54677667459863,0,0,0,1.36232849817717
0,1,1,1,1,1,1,1,1,0,0,0,0,0,4.65095668906455e-87,1.3554295589363e-87,0.160163857866946,0.529344894883802,1.97626258336499e-323,0.335717120260958,2.47032822920623e-323,0.671928021908426,0,0,0,1.27353194387727
1,1,1,1,1,1,1,1,1,0,0,0,0,0.754208561399617,8.02468090407223e-58,2.82095450492394e-63,0.0556355403462429,0.467051221025422,1.97626258336499e-323,0.152635602453369,1.97626258336499e-323,0.54677667459863,0,0,0,1.36232849817717
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12262888626525,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0.275453507685876,0,0,0,0,0,0,0,0,0.00436126487914257,0,0,0.0803242696021707
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.647514148533608,0,0,0,0,0,0,0,0.12262888626525,0,0,0.438388697987196
1,1,0,0,0,0,0,0,0,1,0,0,0,0.275453507685873,0.570277538732251,0,0,0,0,0,0,0,0.00436126487914098,0,0,0.660020197480592
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.659424285871844,0,0,0,0,0,0,8.20469972937449e-143,0,0,4.0654764865768e-140
1,0,1,0,0,0,0,0,0,1,0,0,0,0.269028295678878,0,0.578778106578229,0,0,0,0,0,0,1.11947639964141e-179,0,0,0.624834960844144
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.73721995222185e-28,0.659424285871842,0,0,0,0,0,0,5.51256955026882e-144,0,0,1.67297310090413e-26
1,1,1,0,0,0,0,0,0,1,0,0,0,0.269028295678878,7.05493878210033e-25,0.578778106578229,0,0,0,0,0,0,5.69078088911401e-182,0,0,0.624834960844144
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.654910096855906,0,0,0,0,0,0.12262888626525,0,0,0.435859875401439
1,0,0,1,0,0,0,0,0,1,0,0,0,0.275453507685873,0,0,0.591966127229578,0,0,0,0,0,0.00436126487914097,0,0,0.65337942925726
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.58864882750676e-56,0,0.654910096855906,0,0,0,0,0,0.12262888626525,0,0,0.435859875401439
1,1,0,1,0,0,0,0,0,1,0,0,0,0.275453507685913,6.03707290571848e-56,0,0.591966127229566,0,0,0,0,0,0.00436126487916724,0,0,0.653379429257426
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.272741820378685,0.429926415036968,0,0,0,0,0,2.05513647002504e-22,0,0,0.667914103422614
1,0,1,1,0,0,0,0,0,1,0,0,0,0.269028295678878,0,0.193930045363796,0.427886863400528,0,0,0,0,0,3.25336369504984e-61,0,0,1.04572217680648
0,1,1,1,0,0,0,0,0,1,0,0,0,0,1.08228161109702e-62,0.272741820378685,0.429926415036968,0,0,0,0,0,2.03558236211212e-22,0,0,0.667914103422614
1,1,1,1,0,0,0,0,0,1,0,0,0,0.269028295678878,6.81430974113459e-59,0.193930045363798,0.427886863400525,0,0,0,0,0,3.8684328163799e-61,0,0,1.04572217680648
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.687691655247155,0,0,0,0,0.12262888626525,0,0,0.425015738022656
1,0,0,0,1,0,0,0,0,1,0,0,0,0.362233577550044,0,0,0,0.622141844876495,0,0,0,0,1.19550885701991e-20,0,0,0.657873552283874
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.310258322231274,0,0,0.44548605277769,0,0,0,0,0.12262888626525,0,0,0.986782704463806
1,1,0,0,1,0,0,0,0,1,0,0,0,0.340810413884512,0.188560170317187,0,0,0.479143011565853,0,0,0,0,1.11341410154292e-15,0,0,1.03372177631143
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.659424285871842,0,5.1082639984732e-19,0,0,0,0,2.24390671621128e-143,0,0,3.23045663904976e-17
1,0,1,0,1,0,0,0,0,1,0,0,0,0.269028305266829,0,0.578778059811737,0,6.01886218167146e-08,0,0,0,0,6.75130330854661e-180,0,0,0.624836175401825
0,1,1,0,1,0,0,0,0,1,0,0,0,0,2.23369690816409e-28,0.659424285871842,0,5.53072414380978e-19,0,0,0,0,1.52852844913768e-142,0,0,3.49095525281132e-17
1,1,1,0,1,0,0,0,0,1,0,0,0,0.269028305873667,1.24231318145933e-24,0.578778056851804,0,6.39980649313802e-08,0,0,0,0,7.12341544493381e-179,0,0,0.624836247640723
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.444681000140462,0.317090451855879,0,0,0,0,0.12262888626525,0,0,0.987417283648151
1,0,0,1,1,0,0,0,0,1,0,0,0,0.318037733583681,0,0,0.364376435921363,0.327136202519134,0,0,0,0,1.5183764784976e-10,0,0,1.09685749913745
0,1,0,1,1,0,0,0,0,1,0,0,0,0,4.22625155741136e-49,0,0.444681000140462,0.317090451855879,0,0,0,0,0.12262888626525,0,0,0.987417283648151
1,1,0,1,1,0,0,0,0,1,0,0,0,0.318037733589324,5.52048452363462e-48,0,0.36437643591906,0.327136202519847,0,0,0,0,1.55361717469247e-10,0,0,1.09685749921306
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.226771302900623,0.406333640517337,0.094952290135493,0,0,0,0,6.51833778482251e-08,0,0,0.954471361769188
1,0,1,1,1,0,0,0,0,1,0,0,0,0.311628432629227,0,0.0440686449218497,0.356657542161418,0.284363938518584,0,0,0,0,3.2660421748952e-27,0,0,1.22696827313999
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1.01290592306566e-59,0.226771325198013,0.406333651526275,0.094952246747644,0,0,0,0,5.15748136153228e-08,0,0,0.95447101053152
1,1,1,1,1,0,0,0,0,1,0,0,0,0.311626575407119,2.54398053033959e-50,0.0440806371081762,0.356655827744239,0.284351726764846,0,0,0,0,2.8809286073004e-27,0,0,1.22699116104394
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.297225572979494,0,0,0,0.12262888626525,0,0,0.603998942315641
1,0,0,0,0,1,0,0,0,1,0,0,0,0.352095290900258,0,0,0,0,0.167345307651026,0,0,0,2.6539329934829e-18,0,0,0.628490225420088
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.535087633941554,0,0,0,0.297225572979494,0,0,0,0.12262888626525,0,0,0.951405839768285
1,1,0,0,0,1,0,0,0,1,0,0,0,0.352095290900258,0.484698872731938,0,0,0,0.167345307651026,0,0,0,2.65393308913204e-18,0,0,1.01766605699238
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.569735395646641,0,0,0.297225572979494,0,0,0,6.73648382772394e-115,0,0,0.642898790224057
1,0,1,0,0,1,0,0,0,1,0,0,0,0.352095290900256,0,0.503380196051605,0,0,0.167345307651026,0,0,0,1.14878465674323e-178,0,0,1.01220330910497
0,1,1,0,0,1,0,0,0,1,0,0,0,0,2.09192294026438e-32,0.569735395646641,0,0,0.297225572979494,0,0,0,1.65950402447508e-115,0,0,0.642898790224057
1,1,1,0,0,1,0,0,0,1,0,0,0,0.352095290900256,5.67417450024608e-26,0.503380196051603,0,0,0.167345307651026,0,0,0,1.25860740297586e-177,0,0,1.01220330910497
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.566660704787709,0,0.297225572979494,0,0,0,0.12262888626525,0,0,0.939091331962881
1,0,0,1,0,1,0,0,0,1,0,0,0,0.352095290900258,0,0,0.522778575534089,0,0.167345307651026,0,0,0,2.65393306013983e-18,0,0,1.00638071302211
0,1,0,1,0,1,0,0,0,1,0,0,0,0,4.05084862837594e-57,0,0.566660704787709,0,0.297225572979494,0,0,0,0.12262888626525,0,0,0.939091331962881
1,1,0,1,0,1,0,0,0,1,0,0,0,0.352095290900258,1.28202760944417e-55,0,0.522778575534089,0,0.167345307651026,0,0,0,2.65393303725994e-18,0,0,1.00638071302211
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.227873742298941,0.380093147224162,0,0.297225572979494,0,0,0,1.90338284469775e-08,0,0,1.0772793295718
1,0,1,1,0,1,0,0,0,1,0,0,0,0.352095290900257,0,0.144333752557184,0.399199767403657,0,0.167345307651026,0,0,0,2.64663911066575e-65,0,0,1.2959617519494
0,1,1,1,0,1,0,0,0,1,0,0,0,0,1.12713838643179e-62,0.227873741883478,0.380093147658685,0,0.297225572979494,0,0,0,1.81306400236718e-08,0,0,1.0772793127451
1,1,1,1,0,1,0,0,0,1,0,0,0,0.352095290900257,1.00214966564228e-57,0.144333752557811,0.399199767403083,0,0.167345307651026,0,0,0,3.15347679616906e-65,0,0,1.29596175194999
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.687691655247155,1.71472278443234e-90,0,0,0,0.12262888626525,0,0,0.425015738022656
1,0,0,0,1,1,0,0,0,1,0,0,0,0.362233577550044,0,0,0,0.622141844876495,4.49341557469936e-120,0,0,0,1.12819656575055e-20,0,0,0.657873552283874
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.310258322231265,0,0,0.445486052777699,4.8900671982148e-22,0,0,0,0.12262888626525,0,0,0.986782704463802
1,1,0,0,1,1,0,0,0,1,0,0,0,0.340810413884512,0.188560170317187,0,0,0.479143011565853,2.20445388513985e-76,0,0,0,1.00508616763504e-15,0,0,1.03372177631143
0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.569735395640298,0,1.36513702103048e-11,0.297225572967575,0,0,0,5.1844955133256e-115,0,0,0.642898790617111
1,0,1,0,1,1,0,0,0,1,0,0,0,0.348158837230991,0,0.495168804368574,0,0.0191090037722788,0.153650497766391,0,0,0,1.31442546674267e-171,0,0,1.07767748108176
0,1,1,0,1,1,0,0,0,1,0,0,0,0,3.3731646008427e-32,0.569735395639842,0,1.46322388254976e-11,0.297225572966718,0,0,0,2.68991746974091e-114,0,0,0.642898790644182
1,1,1,0,1,1,0,0,0,1,0,0,0,0.348155032646023,2.65951847901432e-25,0.495161349122572,0,0.0191265533653945,0.153637626037706,0,0,0,1.36015919775039e-170,0,0,1.07771986930973
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.431315102954742,0.316354050797153,0.0466609532528207,0,0,0,0.12262888626525,0,0,1.14252980161571
1,0,0,1,1,1,0,0,0,1,0,0,0,0.31803773356373,0,0,0.364376435929507,0.327136202516613,4.73552155868976e-31,0,0,0,1.39377744276035e-10,0,0,1.09685749886947
0,1,0,1,1,1,0,0,0,1,0,0,0,0,3.26870052402547e-49,0,0.431315102954742,0.316354050797153,0.0466609532528207,0,0,0,0.12262888626525,0,0,1.14252980161571
1,1,0,1,1,1,0,0,0,1,0,0,0,0.318037733563693,5.62498219405693e-48,0,0.364376435929522,0.327136202516609,7.42867766266515e-31,0,0,0,1.3935476300359e-10,0,0,1.09685749886897
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.183333714161417,0.359652677465584,0.13427602406394,0.19087377886871,0,0,0,0.0162073080824929,0,0,1.38254083315329
1,0,1,1,1,1,0,0,0,1,0,0,0,0.311640183348236,0,0.043992758620936,0.356668397354483,0.284441205121084,1.04439740301215e-14,0,0,0,6.16019514109872e-27,0,0,1.22682335333288
0,1,1,1,1,1,0,0,0,1,0,0,0,0,2.1482372265161e-58,0.183333714210224,0.359652677514959,0.134276023873775,0.190873779049252,0,0,0,0.0162073078347197,0,0,1.38254083232642
1,1,1,1,1,1,0,0,0,1,0,0,0,0.311639268456923,3.38512180368806e-50,0.0439986676989928,0.356667551691085,0.284435189127324,1.16888157663414e-14,0,0,0,5.82980298931554e-27,0,0,1.2268346431914
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.34741518088368,0,0,0.00253484261061349,0,0,0.0429103539779029
1,0,0,0,0,0,1,0,0,1,0,0,0,0.269028295678878,0,0,0,0,0,0.281188172153536,0,0,5.92872971652689e-52,0,0,0.692902951959963
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.520984191115857,0,0,0,0,0.202982602815151,0,0,0.0524277405139891,0,0,0.800438347617539
1,1,0,0,0,0,1,0,0,1,0,0,0,0.269028295678878,0.505914116023143,0,0,0,0,0.104850507701819,0,0,8.64129172639142e-19,0,0,0.934002322099141
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.436699772348906,0,0,0,0.319582713105312,0,0,8.17291775583537e-133,0,0,0.681108153244336
1,0,1,0,0,0,1,0,0,1,0,0,0,0.269028295678878,0,0.39934624292425,0,0,0,0.25746300170132,0,0,1.09435503302331e-171,0,0,1.07771883105994
0,1,1,0,0,0,1,0,0,1,0,0,0,0,5.03235419146545e-14,0.436699772348882,0,0,0,0.319582713105294,0,0,2.65131916897272e-133,0,0,0.681108153246377
1,1,1,0,0,0,1,0,0,1,0,0,0,0.269028295678878,2.72224293697006e-13,0.399346242924117,0,0,0,0.257463001701227,0,0,2.12006046780067e-173,0,0,1.07771883106841
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.599505291274091,0,0,0.37257066239651,0,0,1.79008546602913e-06,0,0,0.665668736659101
1,0,0,1,0,0,1,0,0,1,0,0,0,0.269028295678878,0,0,0.541478805374551,0,0,0.305612987963595,0,0,1.40413594051224e-56,0,0,1.04853265862421
0,1,0,1,0,0,1,0,0,1,0,0,0,0,1.00603841808328e-108,0,0.59950528698896,0,0,0.372570678331277,0,0,1.81142847189375e-06,0,0,0.665669017453912
1,1,0,1,0,0,1,0,0,1,0,0,0,0.269028295678878,7.89122049653533e-97,0,0.541478805374551,0,0,0.305612987963595,0,0,1.66324619903708e-56,0,0,1.04853265862421
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1.93112421474747e-56,0.599505331829075,0,0,0.372570511587911,0,0,1.58809250492991e-06,0,0,0.665666065754568
1,0,1,1,0,0,1,0,0,1,0,0,0,0.269028295678878,0,4.37135580807122e-49,0.541478805374551,0,0,0.305612987963595,0,0,5.13962177134824e-57,0,0,1.04853265862421
0,1,1,1,0,0,1,0,0,1,0,0,0,0,1.16438879588195e-108,2.27932327465735e-56,0.599505326552881,0,0,0.372570531208082,0,0,1.6143717650164e-06,0,0,0.665666414667248
1,1,1,1,0,0,1,0,0,1,0,0,0,0.269028295678878,7.84130577552421e-97,5.37373630142496e-49,0.541478805374551,0,0,0.305612987963595,0,0,5.87342216761028e-57,0,0,1.04853265862421
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.712258253990118,0,0.329153915815957,0,0,0.00879164052716895,0,0,0.667021021687641
1,0,0,0,1,0,1,0,0,1,0,0,0,0.36428083538901,0,0,0,0.635807216015361,0,0.237947705248012,0,0,3.64831737741348e-66,0,0,1.01916992762669
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1.41816088424033e-32,0,0,0.71225825399041,0,0.329153916252097,0,0,0.00879164109550448,0,0,0.66702102411978
1,1,0,0,1,0,1,0,0,1,0,0,0,0.364280835389008,2.28995902836813e-29,0,0,0.635807216015361,0,0.237947705248012,0,0,6.14137194134216e-66,0,0,1.01916992762669
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1.05244404376018e-30,0,0.712258253987112,0,0.329153911322878,0,0,0.00879163467222707,0,0,0.667020996631956
1,0,1,0,1,0,1,0,0,1,0,0,0,0.364280835389008,0,2.33936058290435e-27,0,0.635807216015362,0,0.237947705248012,0,0,8.38214596058005e-67,0,0,1.01916992762669
0,1,1,0,1,0,1,0,0,1,0,0,0,0,1.55447003511466e-32,1.20039896798109e-30,0,0.712258253987767,0,0.329153912302061,0,0,0.00879163594820302,0,0,0.667021002092378
1,1,1,0,1,0,1,0,0,1,0,0,0,0.364280835389008,1.64561011434262e-29,2.94330096262822e-27,0,0.635807216015362,0,0.237947705248012,0,0,1.26587310979732e-66,0,0,1.01916992762669
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.292382453605833,0.469829929279102,0,0.345863530513454,0,0,0.0030438861269062,0,0,1.09471984867402
1,0,0,1,1,0,1,0,0,1,0,0,0,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,6.10693061211449e-64,0,0,1.35479596427659
0,1,0,1,1,0,1,0,0,1,0,0,0,0,3.01341494758805e-94,0,0.292382398103395,0.469829975980945,0,0.345863617995372,0,0,0.00304400783318743,0,0,1.09472035887355
1,1,0,1,1,0,1,0,0,1,0,0,0,0.335851588538069,4.47303362735589e-80,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,7.06920289325215e-64,0,0,1.35479596427659
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1.41818059601662e-71,0.292382828509636,0.469829613822718,0,0.345862939584136,0,0,0.00304306401483813,0,0,1.09471640221098
1,0,1,1,1,0,1,0,0,1,0,0,0,0.335851588538067,0,2.90391250383671e-61,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,3.96730222865891e-64,0,0,1.35479596427659
0,1,1,1,1,0,1,0,0,1,0,0,0,0,3.01038508264119e-94,1.68540795918741e-71,0.292382761811395,0.46982966994458,0,0.345863044716599,0,0,0.00304321027730319,0,0,1.09471701538906
1,1,1,1,1,0,1,0,0,1,0,0,0,0.335851588538067,4.00618957428501e-80,3.55556698918276e-61,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,4.52894473546282e-64,0,0,1.35479596427659
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.18510043252359,0.385212354931779,0,0,1.16572000386074e-08,0,0,0.630258998749212
1,0,0,0,0,1,1,0,0,1,0,0,0,0.316635212877441,0,0,0,0,0.0959080581123547,0.290365402929696,0,0,5.51526973252685e-65,0,0,0.996218496394465
0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.393818275660713,0,0,0,0.217109758536444,0.275242478960991,0,0,0.0274368002711853,0,0,1.17095234009016
1,1,0,0,0,1,1,0,0,1,0,0,0,0.33362050657427,0.408427959036165,0,0,0,0.130126332068977,0.15128106010943,0,0,1.22189502922057e-42,0,0,1.27680699898152
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.346922611314121,0,0,0.190747265090754,0.365812338333052,0,0,2.14915652726562e-113,0,0,1.06197250315764
1,0,1,0,0,1,1,0,0,1,0,0,0,0.319080277746698,0,0.344938235859653,0,0,0.100833842795931,0.270343951045312,0,0,1.0146809392356e-171,0,0,1.30643250519031
0,1,1,0,0,1,1,0,0,1,0,0,0,0,2.10655954547795e-14,0.346922611314111,0,0,0.190747265090756,0.365812338333045,0,0,1.64472020300764e-113,0,0,1.06197250315837
1,1,1,0,0,1,1,0,0,1,0,0,0,0.319080277746711,2.3885367722392e-13,0.344938235859522,0,0,0.100833842795957,0.270343951045232,0,0,2.22823174387454e-170,0,0,1.306432505197
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.54042248994069,0,0.178421678657096,0.408157597982761,0,0,8.34253333586024e-13,0,0,1.01206835737815
1,0,0,1,0,1,1,0,0,1,0,0,0,0.313934362757649,0,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,1.49936387719977e-68,0,0,1.25676088326329
0,1,0,1,0,1,1,0,0,1,0,0,0,0,8.20302804098508e-114,0,0.540422489940688,0,0.178421678657091,0.408157597982776,0,0,8.55025452952565e-13,0,0,1.01206835737864
