"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action","temperature.initial","Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome","diversity.desirability"
0,1,0,0,1,0,23,0,0.0108889327932365,0,0,0.00197481463926374,0,0.428762904540716
0,1,0,0,1,0,23,0,0.00746656548355011,0,0,0.00327134290972815,0,0.61475591173751
0,1,0,0,1,0,25,0,0.000635430479952532,0,0,0.0223960953702368,0,0.126260834453665
0,1,0,0,1,0,25,0,0.00696081681240187,0,0,0.00367134919020502,0,0.644492250734038
0,1,1,0,1,0,15,0,0.0568901227164901,0.0148797951583302,0,0.0110621729264101,0,0.835308685992008
0,1,1,0,1,0,15,0,0.0433981031044917,0.00753734199735033,0,0.0081897542039015,0,0.763381871002409
0,1,1,0,1,0,17,0,0.0333198306842188,0.000413423071720359,0,0.0224556216405895,0,0.712567124068037
0,1,1,0,1,0,17,0,0.00516660089316417,0.00249021518946931,0,0.0141109167304173,0,0.870389741386699
0,1,1,0,1,0,19,0,0.0335591409891157,0.00158105780049594,0,0.0150870406478178,0,0.739562846003534
0,1,1,0,1,0,19,0,0.0503958734565413,0.00127341517621381,0,0.0213484244790574,0,0.686068529694697
0,1,1,0,1,0,21,0,0.0123628206875944,0.000325731927907146,0,0.0145241041719357,0,0.746523670063514
0,1,1,0,1,0,21,0,0.0168196941228713,0.00078245324334553,0,0.0183863109039679,0,0.781850605303468
0,1,1,0,1,0,23,0,0.0111557357281227,0.00112751631947811,0,0.00678434396855828,0,0.848519356701289
0,1,1,0,1,0,23,0,0.00857181973721124,0.000487565455996592,0,0.00196704228525908,0,0.64116523243781
0,1,1,0,1,0,25,0,0.00636313111215105,0.000501757331098813,0,0.00604465571135799,0,0.830216939710555
0,1,1,0,1,0,25,0,0,0.000136820141009993,0,0.0159616253871936,0,0.0489842086075125
0,1,0,0,0,1,15,0,0.0691665026205542,0,0,0,0.0263021076707307,0.588657970838949
0,1,0,0,0,1,15,0,0.0737758762230163,0,0,0,0.00994114758275637,0.36442107169654
0,1,0,0,0,1,17,0,0.0453450775905494,0,0,0,0.031681519970401,0.677330446038343
0,1,0,0,0,1,17,0,0.0157649446784064,0,0,0,0,0
0,1,0,0,0,1,19,0,0.0807452129503379,0,0,0,0.0489886577096616,0.662881399303911
0,1,0,0,0,1,19,0,0.0357467809357739,0,0,0,0.0677057889586024,0.644640561097714
0,1,0,0,0,1,21,0,0.0232937325752787,0,0,0,0.0565379470249461,0.603742725471233
0,1,0,0,0,1,21,0,0.0241929061495027,0,0,0,0,0
0,1,0,0,0,1,23,0,0.00826272414970202,0,0,0,0.00367915794578244,0.617562780801212
0,1,0,0,0,1,23,0,0.00941048805390828,0,0,0,0.0453026844901405,0.459038235242855
0,1,0,0,0,1,25,0,0.00409730148498741,0,0,0,0.0960549673119743,0.170827744814607
0,1,0,0,0,1,25,0,0.00686168074581111,0,0,0,0.0462114798733321,0.385029468096493
1,1,0,1,0,0,15,0.00240515837262241,0.0494063902804008,0,0.0558837050141261,0,0,0.782800826848685
1,1,0,1,0,0,15,0.000306413869864568,0.0619217825686644,0,0.0481189779916645,0,0,0.702475341524642
